UTM10,ACCI GENT,ACCI NISU,Aecau,AEGO FUNE,AGAP FISH,AIX SPON,Alarv,Alruf,AMAN AMAN,Ancam,ANTH SPIN,Antri,APUS APUS,APUS PALL,AQUI CHRY,ARAT ACUT,ARAT ERYT,ARAT MITR,ASIO OTUS,ATHE NOCT,BUBO BUBO,BUBU IBIS,BURH OEDI,BUTE BUTE,CALA BRAC,CALA RUFE,CAPR EURO,CAPR RUFI,Caina,Cacar,Cachl,CARD SPIN,CERC GALA,Cebra,CERT FAMI,CETT CETT,CHER DUPO,CICO CICO,CIRC AERU,CIRC CYAN,CIRC GALL,CIRC PYGA,Cijun,CLAM GLAN,COCC COCC,COLU LIVI,COLU OENA,Colpa,CORA GARR,CORV CORA,CORV CORO,CORV MONE,Cocot,CREX CREX,Cucan,CYAN PATA,Demaj,DEND MEDI,DEND MINO,DRYO MART,ELAN CAER,Emcia,Emcir,Emcit,Emhor,Errub,ESTR ASTR,ESTR TROG,EUPL AFER,FALC NAUM,FALC PERE,FALC SUBB,FALC TINN,FICE HYPO,Frcoe,Gacri,Gathe,Gagla,GYPA BARB,GYPS FULV,HIER FASC,HIER PENN,Hipol,HIRU DAUR,HIRU RUST,JYNX TORQ,Lacol,Lamer,LANI MINO,Lasen,LEIO LUTE,LONC MALA,Locur,Luarb,Lumeg,Mecal,MERO APIA,Mical,MILV MIGR,MILV MILV,MONT NIVA,MONT SAXA,MONT SOLI,MOTA ALBA,MOTA FLAV,MUSC STRI,MYIO MONA,NEOP PERC,Oehis,OENA LEUC,Oeoen,ORIO ORIO,OTUS SCOP,PANU BIHA,Paate,Pacae,Pacri,Pamaj,PARU PALU,Padom,PASS HISP,Pamon,PERD PERD,PERN APIV,PETR PETR,PHAS COLC,Phoch,PHOE PHOE,Phbon,Phita,Pipic,Pivir,POIC SENE,PRUN COLL,Prmod,PSIT KRAM,PTER ALCH,PTER ORIE,PTYO RUPE,PYRR GRAC,PYRR PYRO,Pyula,QUEL QUEL,Reign,Rereg,REMI PEND,RIPA RIPA,SAXI RUBE,SCOL RUST,Secit,Seser,Sieur,Stdec,STRE ROSE,STRE TURT,STRI ALUC,STUR SP,STUR UNIC,Stvul,Syatr,SYLV BORI,Sycan,SYLV COMM,SYLV CONS,Syhor,Symel,Syund,TETR TETA,TETR UROG,THRE AETH,TICH MURA,Trtro,Tumer,TURD PHIL,Tutor,Tuvis,TYTO ALBA,Upepo
CH02,0,0,0.00,0,0,0,11.54,0.00,0,0.00,48.95519325,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.57,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,3.67,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,2.093504511,0,0,0,0.00,0,0,0,0.00,0.00,0,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,14.56,0,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0,0,0,15.17,0,0.00,0.00,0.00,0.00,0,34.99659847,0.00,0,0,0,0,16.45605217,0,0.00,0,0.00,1.05,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0.00,0,0,0.00,0.00,0.00,0,0,0,0,3.00,0.00,0,0.00,3.10,0,0.00
CH03,0,0,152.51,3.482017295,0,0,36.14,0.00,0,0.00,48.95519325,6.55,6.32455532,0,2.247226522,0,0,0,5.449031295,0,0,0,0,0,0,0,0,0,40.08,35.06,0.00,11.78203406,0,0.00,20,0,0,0,0,1.118033989,0,0,0.00,0,0,0,0,49.67,0,6.184859059,20,0,1.94,0,0.59,0,43.73,0,0,3,0,147.47,0.00,11.25,0.00,448.81,0,0,0,0,0,3,10.12173988,0,187.50,0.00,0.00,90.98,0,0,0,0,0.00,0,531.2865308,0,0.60,0.00,0,0.00,0,0,0.00,0.00,0.00,0.00,0,1.51,0,0,0,0,0,0,0,0,0,0,0.00,0,13.09,0,0,0,511.88,159.78,253.11,201.63,77.80607124,0.00,0,0.94,11.57271299,0,0,0,49.61,0,6.40,41.46,0.00,0.00,0,0,160.39,0,0,0,0,0,49.56767943,31.79,0,82.35,332.53,0,0,30.54178746,0,0.00,110.21,0.00,0.00,0,0,37.83230363,0,0,0.00,286.83,0,0.00,0,0,0.00,0.00,0.00,0,3,0,0,232.24,140.31,20,1.30,100.71,0,0.00
CH04,0,0,28.06,0,0,0,45.78,0.00,0,0.00,48.95519325,24.40,0,0,2.247226522,0,0,0,0,0,0,0,0,3,0,0,0,0,37.09,31.16,0.00,0,0,0.00,3,0,0,0,0,0,0,0,0.00,0,0,0,0,13.43,0,6.184859059,14.14468365,0,2.40,0,0.54,0,4.08,0,0,3,0,80.24,0.00,31.89,0.00,96.78,0,0,0,0,0,0,10.12173988,0,77.64,0.00,0.00,10.38,0,0,0,0,0.00,0,0,0,2.12,0.00,0,0.00,0,0,0.00,1.23,0.00,0.00,0,6.32,0,0,0,0,0,0,0,0,0,0,0.00,0,16.98,0,0,0,46.78,30.77,31.04,37.43,77.80607124,0.00,0,0.90,0,0,0,0,37.97,0,0.00,6.26,0.00,0.00,0,0,69.94,0,0,0,0,0,49.56767943,0.71,0,8.33,8.50,0,0,0,0,0.00,111.01,0.00,0.00,0,0,0,0,0,0.00,110.54,0,0.00,0,0,0.00,0.00,0.00,0,8.215234361,0,0,91.88,32.54,3,0.00,22.29,0,0.00
CH10,20,20,1983.09,0,0,0,217.71,5.73,0,2.40,20,8.53,20,0,2.247226522,0,0,0,5.449031295,0,3.180086824,0,0,20,0,0,73.39730808,0,443.46,1186.48,0.00,0,0,645.50,20,69.67297166,0,0,0,0,2.83541522,0,0.00,0,0,0,0,946.72,0,20,20,0,66.15,0,91.33,0,430.64,0,0,3,0,2580.41,476.57,381.40,59.36,3806.78,0,0,0,0,3,3,20,0,1312.62,0.00,0.00,854.55,3,12.29725579,0,0,0.00,0,316.0696126,16.38452182,233.04,0.00,0,0.00,0,0,245.50,91.34,1086.07,80.76,0,120.62,0,2.704163457,0,0,0,316.0696126,0,0,0,0,0.00,0,68.60,20,20,0,1651.55,2267.68,904.38,2555.34,20,7254.22,0,85.02,20,0,58.44102453,0,811.68,0,331.42,373.62,499.77,246.76,0,20,494.55,0,0,0,316.0696126,20,20,254.88,0,1749.38,526.42,0,0,30.54178746,0,45.87,1282.47,932.64,3.02,0,0,20,0,0,165.70,2010.55,20,49.24,20,0,7.61,0.00,0.00,0,3,0,0,1470.47,2903.11,316.0696126,45.72,684.61,0,22.11
CH11,4.705080365,5.840580155,20.92,0,0,0,256.03,0.00,0,0.75,48.95519325,16.60,0,0,2.247226522,0,0,0,0,0,0,0,0,4.981287692,0,0,0,0,131.47,18.22,0.00,11.78203406,0,39.69,35.96961681,0,0,0,0,0,2.83541522,0,0.00,0,0,0,0,312.77,0,6.184859059,14.14468365,0,7.47,0,7.77,0,101.94,0,0,6.014896852,0,436.89,0.00,148.04,13.16,1269.58,0,0,0,0,2.635025498,0,10.12173988,0,473.15,0.00,0.00,137.07,2.093504511,12.29725579,0,0,0.00,0,531.2865308,0,5.04,0.00,0,0.00,0,0,453.06,13.26,0.00,0.00,0,13.30,0,0,0,7.108617267,0,118.7456423,0,0,0,0,0.00,0,184.18,0,0,0,1472.05,155.87,632.66,42.08,77.80607124,0.00,0,2.87,11.57271299,0,0,0,569.49,0,53.35,28.44,9.36,125.52,0,34.99659847,1010.32,0,0,0,65.4927168,16.45605217,49.56767943,56.65,0,260.20,1621.26,0,0,30.54178746,0,418.76,348.67,0.00,0.00,0,0,37.83230363,0,0,0.00,194.66,56.73598759,0.00,0,0,0.00,0.00,0.00,0,8.215234361,0,0,349.08,499.37,163.8555342,50.90,625.82,0,0.00
CH12,3,3,251.47,3.482017295,0,0,483.20,0.00,0,0.00,20,228.92,20,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,444.57,18.56,0.00,0,0,0.00,20,0,0,0,0,0,1.162174406,0,0.00,0,0,3,0,353.26,0,3,20,0,7.33,0,8.24,0,82.36,0,0,17.32050808,0,1215.57,0.00,200.39,14.05,2188.79,0,0,0,0,1,0,3,0,683.70,0.00,0.00,846.00,2.093504511,0,0,0,0.00,0,20,0,2.81,2.99,0,0.00,0,0,358.19,0.00,0.00,0.00,0,3.11,1.217161239,1,8.582928793,3,0,20,0,0,0,0,0.00,0,576.44,0,0,0,2454.77,427.87,717.65,315.79,20,0.00,0,40.88,11.57271299,3,0,0,1000.90,0,59.01,93.81,7.86,110.45,0,3,1107.29,0,0,0,20,20,20,277.68,0,200.55,2771.24,0,0,6.32455532,3,515.27,737.14,16.84,0.00,0,0,20,0,0,0.00,882.11,3,0.00,0,0,0.33,0.00,0.00,0,10,0,0,1039.64,853.79,316.0696126,81.64,760.01,1.414213562,0.00
CH13,0,3,2307.79,3.482017295,0,0,323.81,0.00,0,0.00,20,125.93,20,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,370.93,707.56,11.77,11.78203406,0,8.59,35.96961681,0,0,0,0,0,2.83541522,0,0.00,0,0,20,0,679.91,0,6.32455532,20,0,7.58,0,21.19,0,278.12,2,2.449489743,20,0,2355.86,51.31,325.01,1.49,4679.70,0,0,0,0,2.635025498,0,3,0,1866.65,0.00,0.00,1020.21,2.093504511,0,0,0,0.00,0,20,20,47.42,0.00,0,0.00,0,0,10.32,15.95,89.61,0.00,0,62.21,1.217161239,1,0,7.108617267,0,20,0,20,0,0,0.00,0,110.25,0,20.09302478,0,4235.01,2295.05,1550.59,2244.84,20,4249.57,0,23.94,3,2.926150761,0,0,693.58,0,208.50,490.57,87.44,86.26,0,6.32455532,1036.09,0,0,0,20,20,20,584.07,0,784.99,1955.45,0,0,0,6.925205954,122.23,1489.68,75.06,0.00,0,0,6.32455532,0,0,24.79,2927.59,20,5.28,6.32455532,0,0.00,0.00,0.00,0,3,0,0,2313.84,2437.76,20,36.01,1104.88,0,0.00
CH14,4.705080365,0,1699.30,3.482017295,0,0,128.96,0.00,0,0.00,20,215.69,20,0,1,0,0,0,0,0,0,0,0,6.32455532,0,0,0,0,166.51,1276.16,0.00,0,0,16.49,20,0,0,0,0,0,2.83541522,0,0.00,0,0,6.32455532,0,392.17,0,6.184859059,20,0,6.30,0,4.40,0,53.03,7.071067812,4,20,0,2196.13,44.22,0.00,1.78,3615.05,0,0,0,0,2.635025498,0,10.12173988,0,1337.38,0.00,0.00,737.12,1,0,0,0,0.00,0,20,20,18.94,0.00,0,0.00,0,0,0.00,2.83,41.15,0.00,0,50.99,5.477225575,5.196152423,0,0,0,20,0,0,0,0,0.00,0,47.68,0,0,0,1535.64,2101.91,406.47,1917.17,77.80607124,3264.77,0,11.42,11.57271299,2.926150761,0,12.281368,442.10,0,198.20,614.78,4.36,15.08,0,0,779.90,0,0,0,20,0,49.56767943,244.23,0,511.94,803.29,0,0,20,6.925205954,61.47,1814.15,38.68,0.00,0,0,20,0,0,0.00,2322.40,56.73598759,0.00,0,0,0.00,2.35,0.00,0,3,0,0,1886.43,2201.12,99.94998749,17.93,544.09,0,0.00
CH20,0,5.840580155,124.94,3.482017295,0,0,1188.23,2.74,0,4.30,48.95519325,54.12,590.7866144,0,2.247226522,0,0,0,0,0,0,0,0,4.981287692,0,0,0,0,951.49,262.78,0.00,11.78203406,0,18.39,35.96961681,0,0,0,0,0,0,0,0.00,0,0,278.4895475,0,329.52,0,6.184859059,14.14468365,20.4362039,56.84,0,26.84,0,150.67,0,0,0,0,1601.03,25.21,1032.37,929.82,1630.95,0,0,0,0,2.635025498,0,10.12173988,0,630.69,0.00,0.00,98.81,0,12.29725579,0,0,0.00,0,531.2865308,0,151.49,4.44,0,0.00,0,0,1494.71,55.66,143.69,0.00,0,101.26,0,0,0,7.108617267,0,118.7456423,0,32.12401964,0,0,0.00,0,1028.62,0,20.09302478,0,711.70,401.16,361.39,528.53,77.80607124,471.31,0,15.20,11.57271299,0,0,0,1233.68,0,144.94,75.94,42.39,103.98,0,0,1969.86,0,0,0,65.4927168,16.45605217,49.56767943,74.47,0,181.25,555.35,0,0,30.54178746,0,1036.27,859.32,17.52,0.00,0,0,0,0,0,26.09,382.24,56.73598759,11.29,0,0,2.56,0.00,0.00,0,5,0,0,599.25,1589.99,163.8555342,78.35,917.04,0,0.00
CH21,20,20,45.92,3,0,0,135.62,0.00,0,0.81,99.94998749,20.79,316.2119542,0,2,0,0,0,0,0,3,0,0,20,0,0,0,0,214.28,93.23,0.00,11.78203406,0,7.77,20,0,0,0,0,0,1,0,0.00,0,0,278.4895475,0,353.63,0,20,20,20,1.54,0,13.88,0,278.51,0,0,6.32455532,0,965.58,13.48,0.00,10.06,2239.57,0,0,0,0,3,0,4,0,987.92,0.00,0.00,181.93,1,12.29725579,0,0,0.00,0,999.9499987,0,6.08,0.27,0,0.00,0,0,747.23,9.48,138.29,0.00,0,10.43,0,2.704163457,20,20,0,316.0696126,0,0,0,0,0.00,0,553.96,20,20,0,2754.24,375.95,927.37,238.07,20,85.43,0,0.00,20,2.926150761,0,0,1161.31,0,96.49,152.41,25.06,132.62,0,20,2608.31,0,0,0,316.0696126,20,99.94998749,172.29,0,148.65,2202.85,0,0,20,6.925205954,2128.49,465.80,0.00,0.00,0,154.4664933,20,0,20,9.61,387.44,20,10.48,20,0,1.28,0.00,0.00,0,10.95445115,0,1,460.59,1049.07,316.0696126,108.64,805.53,0,0.00
CH22,3,3,485.33,3.482017295,0,0,386.20,0.00,0,0.00,20,524.04,20,0,1,0,0,0,3,0,0,0,0,2.828427125,0,0,0,0,366.49,195.67,0.00,20,0,0.00,20,0,0,0,0,0,2,0,0.00,0,0,3,0,390.16,0,3,20,0,3.43,0,5.20,0,203.39,0,0,26.45751311,0,1282.55,0.00,195.99,15.02,2855.81,0,0,0,0,3,0,6.32455532,0,1248.94,0.00,0.00,778.47,1,0,0,0,0.00,0,20,0,5.53,0.53,0,0.00,0,0,527.93,8.18,0.00,0.00,0,8.19,1,1.414213562,0,0,0,20,0,3,0,0,0.00,0,567.68,0,3,0,3868.59,569.02,1551.63,580.25,20,689.85,0,30.27,3,3,0,0,1143.06,0,47.87,338.51,14.13,12.91,0,20,3160.30,0,0,0,20,20,20,258.74,0,238.16,3829.60,0,0,30.54178746,20,1347.16,1529.79,0.00,0.00,0,0,20,0,0,9.67,1200.02,20,0.00,3,0,0.00,0.00,0.00,0,15,0,0,1375.32,1337.72,99.94998749,318.02,1115.96,0,0.00
CH23,0,3,399.92,3.482017295,0,0,1368.21,0.00,0,0.77,99.94998749,266.35,590.7866144,0,1.022991509,0,0,0,0,0,0,0,0,3,0,0,0,0,1505.00,275.79,0.00,0,0,0.00,0,0,0,0,0,1.118033989,1.162174406,0,0.00,0,0,0,0,227.03,0,6.32455532,20,0,23.58,0,3.87,0,34.65,0,3.923088707,6.014896852,0,1821.11,4.14,215.41,24.17,1724.83,0,0,0,0,2.635025498,0,6.32455532,3,1002.36,0.00,0.00,311.00,1.03975049,0,0,0,0.00,0,20,0,79.92,0.00,0,0.00,0,0,0.00,3.88,0.00,0.00,0,60.35,0,1.060660172,0,0,0,20,0,3,0,0,0.00,0,695.36,0,0,0,1459.18,667.49,185.81,617.03,20,1559.49,0,32.52,11.57271299,2.926150761,0,0,1079.32,0,122.64,180.71,50.73,23.57,0,34.99659847,942.07,0,0,0,20,16.45605217,20,167.18,0,118.84,549.51,0,0,30.54178746,6.925205954,165.20,1596.19,0.00,0.00,0,0,20,0,20,9.51,1174.73,20,14.68,0,0,5.72,0.00,0.00,0,3,0,0,1123.30,1072.09,20,142.53,618.40,0,0.00
CH24,0,3,214.56,3.482017295,0,0,291.38,0.00,0,0.00,20,153.85,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,304.08,37.40,0.00,20,0,0.00,20,0,0,0,0,0,2.83541522,0,0.00,0,0,0,0,157.86,0,3,20,0,0.70,0,0.00,0,8.98,0,0,3,0,602.70,0.00,0.00,0.00,887.24,0,0,0,0,0,0,3,0,371.39,0.00,0.00,194.92,3,0,0,0,0.00,0,0,0,2.65,0.00,0,0.00,0,0,0.00,1.25,0.00,0.00,0,1.73,0,0,2,0,0,20,0,0,0,0,0.00,0,204.45,0,0,0,683.16,305.99,237.66,299.70,20,0.00,0,3.22,11.57271299,3,0,0,303.37,0,35.51,68.57,0.00,0.00,0,0,500.44,0,0,0,3,20,20,92.33,0,95.14,490.05,0,0,20,0,104.59,496.84,41.56,0.00,0,0,20,0,0,0.00,517.09,0,0.00,0,0,0.00,0.00,0.00,0,3,0,0,519.17,408.10,20,39.34,277.14,0,0.00
CH30,4.705080365,5.840580155,199.44,0,0,0,1102.15,0.00,0,0.97,48.95519325,31.16,590.7866144,0,1,0,0,0,0,0,0,0,0,4.981287692,0,0,0,0,795.65,108.60,0.00,0,0,37.90,0,69.67297166,0,0,0,0,3,0,0.00,0,0,0,0,249.50,0,6.184859059,14.14468365,0,53.26,0,22.12,0,67.90,0,0,0,0,650.01,11.28,558.09,78.91,997.76,0,0,0,0,2.635025498,0,10.12173988,0,361.49,0.00,0.00,59.12,1,0,0,0,0.00,0,531.2865308,16.38452182,95.06,3.42,0,0.00,0,0,170.93,47.13,0.00,0.00,0,49.97,3.718489007,2.704163457,0,7.108617267,18.42932446,118.7456423,0,32.12401964,0,0,0.00,0,951.30,0,0,0,520.46,230.95,247.57,270.35,77.80607124,0.00,0,14.25,20,0,0,0,1397.60,0,182.17,99.67,20.32,82.22,0,34.99659847,1147.76,0,0,0,65.4927168,16.45605217,49.56767943,65.02,0,215.55,599.85,0,0,30.54178746,0,1802.29,637.01,0.00,0.00,0,0,3,0,0,0.00,322.56,0,0.00,0,0,0.00,0.00,0.00,0,0,0,2.814249456,377.60,721.61,163.8555342,54.08,822.70,0,0.00
CH31,4.705080365,5.840580155,0.00,3.482017295,0,0,186.83,0.00,0,0.00,48.95519325,44.98,590.7866144,0,3,0,0,0,0,0,3.180086824,0,0,4.981287692,0,0,0,0,375.85,0.00,0.00,0,0,25.19,35.96961681,0,0,0,0,0,2.83541522,0,0.00,0,0,0,0,136.67,0,6.184859059,14.14468365,0,0.00,0,5.04,0,103.28,0,0,6.014896852,0,110.22,0.00,87.92,0.00,1025.69,0,0,0,0,2.635025498,0,10.12173988,0,491.71,0.00,0.00,115.14,2.093504511,0,0,0,0.00,0,531.2865308,0,0.00,4.63,0,0.00,0,0,1414.90,0.00,0.00,0.00,0,0.00,0,2.704163457,0,7.108617267,0,118.7456423,0,0,0,0,0.00,0,978.68,0,0,0,2084.76,16.01,1132.97,0.00,0,0.00,0,0.00,11.57271299,0,0,0,1306.99,0,0.00,0.00,0.00,0.00,0,34.99659847,2555.69,0,0,0,65.4927168,16.45605217,49.56767943,37.58,0,41.01,1699.03,0,0,30.54178746,6.925205954,3152.08,48.75,0.00,0.00,0,0,0,0,0,0.00,18.89,0,0.00,0,0,0.00,0.00,0.00,0,3,0,2.814249456,415.82,48.58,163.8555342,268.48,704.45,0,0.00
CH32,4.705080365,3,25.29,3.482017295,0,0,1103.18,0.00,0,0.00,20,334.49,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1418.43,15.61,0.00,20,0,0.00,20,0,0,0,0,0,1,0,0.00,0,0,0,0,331.37,0,3,20,0,0.69,0,1.88,0,118.83,0,0,6.014896852,0,1340.23,0.00,79.79,3.90,2243.95,0,0,0,0,2.635025498,0,3,0,1167.40,0.00,0.00,574.67,1.03975049,0,0,0,0.00,0,20,0,3.58,1.39,0,0.00,0,0,581.52,7.60,0.00,0.00,0,5.39,3.718489007,1.060660172,0,3,0,20,0,3,0,0,0.00,0,787.91,0,0,0,4019.42,254.94,1682.03,118.62,0,105.87,0,16.35,20,0,0,0,1480.82,0,24.63,31.03,2.45,0.00,0,20,2870.43,0,0,0,20,20,20,129.90,0,175.83,3767.65,0,0,6.32455532,6.925205954,1419.46,904.62,0.00,0.00,0,0,20,0,0,0.00,299.21,3,0.00,0,0,4.56,0.00,0.00,0,4,0,2.814249456,1034.96,315.93,20,730.58,1052.39,0,0.00
CH33,0,0,0.00,3.482017295,0,0,1541.89,0.00,0,0.00,99.94998749,189.26,20,0,2.247226522,0,0,0,0,0,0,0,0,3,0,0,0,0,1650.23,0.00,0.00,0,0,0.00,0,0,0,0,0,0,2,0,0.00,0,0,0,0,82.50,0,0,20,0,13.63,0,5.07,0,75.50,0,0,0,0,767.13,0.00,114.50,4.48,951.62,0,0,0,0,2.635025498,0,3,0,787.79,0.00,0.00,147.07,0,0,0,0,0.00,0,531.2865308,0,11.54,0.33,0,0.00,0,0,136.09,20.14,0.00,0.00,0,23.74,0,2.704163457,3,20,0,20,0,0,0,0,0.00,0,738.55,0,0,0,1967.68,0.00,639.22,0.00,0,0.00,0,5.19,11.57271299,0,0,0,1251.84,0,42.38,0.00,5.80,0.00,0,6.32455532,881.15,0,0,0,65.4927168,20,20,91.28,0,174.29,981.67,0,0,6.32455532,6.925205954,767.10,1209.54,0.00,0.00,0,0,0,0,3,0.00,111.52,0,0.00,0,0,3.31,0.00,0.00,0,8.215234361,0,0,563.39,77.55,20,289.01,666.56,0,0.00
CH34,0,0,0.00,0,0,0,4.67,0.00,0,0.00,48.95519325,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.37,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,10.12173988,0,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0,0,0,0.00,0.00,0,0.00,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,24.81,0,0,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0,0,0,22.43,0,0.00,0.00,0.00,0.00,0,0,0.00,0,0,0,0,16.45605217,49.56767943,0.00,0,0.00,0.00,0,0,0,0,47.96,16.03,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0.00,0,0,0.00,0.00,0.00,0,0,0,0,2.52,0.00,0,0.00,1.28,0,0.00
CH40,4.705080365,5.840580155,1311.27,3.482017295,0,0,508.93,62.69,0,4.32,48.95519325,247.00,590.7866144,0,2,0,0,0,0,0,3.180086824,0,0,4.981287692,0,0,73.39730808,0,622.81,1509.06,27.31,0,0,82.78,35.96961681,69.67297166,0,0,0,0,3,0,0.00,0,0,0,0,822.41,0,6.184859059,14.14468365,0,23.22,0,84.55,0,227.75,0,0,6.014896852,0,3259.21,342.91,698.83,35.84,4119.10,0,0,0,0,2.635025498,2.878732364,10.12173988,0,1429.11,0.00,0.00,934.15,2,12.29725579,0,2.257319217,33.22,0,531.2865308,16.38452182,773.20,0.00,0,0.47,0,0,217.43,179.63,1560.04,0.00,0,148.53,3.718489007,2.704163457,0,7.108617267,0,118.7456423,0,32.12401964,0,0,0.00,0,221.61,59.38087577,20.09302478,0,1945.76,1752.05,746.28,2185.19,0,1922.04,0,42.88,20,2.926150761,0,0,949.27,0,859.60,261.93,71.50,103.09,0,34.99659847,934.03,0,0,0,65.4927168,16.45605217,49.56767943,242.46,0,315.85,433.22,0,0,30.54178746,6.925205954,531.77,2467.68,17.13,0.00,0,154.4664933,37.83230363,0,0,33.74,2258.29,0,776.40,25.87805688,0,7.70,7.72,0.00,0,20,0,0,1592.17,3074.54,163.8555342,130.68,871.03,0,0.00
CH41,4.705080365,5.840580155,971.92,3.482017295,0,0,187.81,5.39,0,0.00,48.95519325,171.93,590.7866144,0,2,0,0,0,0,0,0,0,0,1,0,0,73.39730808,0,252.09,369.36,0.00,0,0,431.02,35.96961681,20,0,0,0,0,1,0,0.00,0,0,0,0,708.18,0,6.184859059,14.14468365,20.4362039,5.44,0,72.53,0,470.82,0,0,6.014896852,0,2232.54,33.44,273.68,2.64,4809.49,0,0,0,0,2,0,10.12173988,0,1779.59,2.85,0.00,1224.17,2,0,0,0,0.00,0,531.2865308,16.38452182,85.00,3.18,0,10.43,0,0,1734.41,42.24,1458.97,91.38,0,83.13,0,2.704163457,0,7.108617267,18.42932446,118.7456423,0,32.12401964,0,0,0.00,0,127.32,59.38087577,20.09302478,0,4528.10,2608.56,1894.68,2065.04,0,1432.17,0,16.04,11.57271299,2.926150761,58.44102453,0,1271.02,0,650.93,487.52,42.92,38.09,0,34.99659847,2018.19,0,0,0,65.4927168,16.45605217,49.56767943,289.08,0,381.68,2124.85,0,0,30.54178746,6.925205954,747.54,1800.71,17.65,0.00,0,154.4664933,37.83230363,0,0,199.99,2037.09,56.73598759,245.25,25.87805688,0,23.83,0.00,0.00,0,12,0,0,1930.28,2641.10,163.8555342,282.48,1099.94,8.144301976,0.00
CH42,4.705080365,5.840580155,353.90,3.482017295,0,0,271.55,2.92,0,2.44,20,253.94,20,0,3,0,0,0,0,0,3.180086824,0,0,4.981287692,0,0,0,0,276.20,588.37,10.75,11.78203406,0,448.59,35.96961681,20,0,0,0,0,3,0,0.00,0,0,20,0,643.62,0,6.184859059,14.14468365,20.4362039,3.57,0,64.57,0,271.97,0,0,6.014896852,0,2889.12,34.54,852.45,8.46,4104.20,0,0,0,0,2.635025498,0,10.12173988,0,1533.48,2.76,0.00,1056.62,1,12.29725579,0,0,0.00,0,20,16.38452182,119.13,0.00,0,10.87,0,0,364.78,33.18,1476.41,0.00,0,88.43,0,0,0,20,18.42932446,118.7456423,0,0,0,0,0.00,0,160.95,59.38087577,20.09302478,0,2949.19,2978.85,1075.10,2397.83,0,1258.51,0,23.51,11.57271299,2.926150761,58.44102453,0,1114.99,0,473.29,155.75,20.02,0.00,0,34.99659847,1390.72,0,0,0,20,16.45605217,49.56767943,307.02,0,302.04,1773.58,0,0,30.54178746,6.925205954,239.67,1739.49,157.09,12.15,0,154.4664933,37.83230363,0,279.4275177,227.74,1886.21,56.73598759,247.31,25.87805688,0,19.77,0.00,0.00,0,9,0,0,1567.50,2743.07,163.8555342,104.76,776.69,0,0.00
CH43,3,5.840580155,232.78,3.482017295,0,0,233.96,0.00,0,0.36,20,326.57,20,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,257.24,32.10,0.00,0,0,32.59,3,0,0,0,0,0,1,0,0.00,0,0,0,0,179.44,0,3,20,0,0.00,0,21.41,0,132.79,0,0,6.32455532,0,1003.06,0.00,193.93,7.44,1601.35,0,0,0,0,0,0,3,0,757.26,0.00,0.00,395.01,0,0,0,0,0.00,0,531.2865308,0,14.26,0.17,0,0.00,0,0,68.26,11.98,53.09,0.00,0,4.78,0,0,0,7.108617267,0,20,0,0,0,0,0.00,0,123.98,0,0,0,2292.53,409.85,884.53,450.70,0,0.00,0,0.00,11.57271299,0,0,0,668.33,0,175.53,52.63,1.15,0.00,0,34.99659847,1291.83,0,0,0,20,16.45605217,3,193.91,0,224.18,906.98,0,0,30.54178746,0,312.12,708.16,0.00,0.00,0,0,20,0,0,0.00,383.18,20,11.09,0,0,5.41,0.00,0.00,0,12,0,0,638.07,281.09,20,100.56,449.78,0,0.00
