UTM10,ACCI GENT,ACCI NISU,Aecau,AEGO FUNE,AGAP FISH,AIX SPON,Alarv,Alruf,AMAN AMAN,Ancam,ANTH SPIN,Antri,APUS APUS,APUS PALL,AQUI CHRY,ARAT ACUT,ARAT ERYT,ARAT MITR,ASIO OTUS,ATHE NOCT,BUBO BUBO,BUBU IBIS,BURH OEDI,BUTE BUTE,CALA BRAC,CALA RUFE,CAPR EURO,CAPR RUFI,Caina,Cacar,Cachl,CARD SPIN,CERC GALA,Cebra,CERT FAMI,CETT CETT,CHER DUPO,CICO CICO,CIRC AERU,CIRC CYAN,CIRC GALL,CIRC PYGA,Cijun,CLAM GLAN,COCC COCC,COLU LIVI,COLU OENA,Colpa,CORA GARR,CORV CORA,CORV CORO,CORV MONE,Cocot,CREX CREX,Cucan,CYAN PATA,Demaj,DEND MEDI,DEND MINO,DRYO MART,ELAN CAER,Emcia,Emcir,Emcit,Emhor,Errub,ESTR ASTR,ESTR TROG,EUPL AFER,FALC NAUM,FALC PERE,FALC SUBB,FALC TINN,FICE HYPO,Frcoe,Gacri,Gathe,Gagla,GYPA BARB,GYPS FULV,HIER FASC,HIER PENN,Hipol,HIRU DAUR,HIRU RUST,JYNX TORQ,Lacol,Lamer,LANI MINO,Lasen,LEIO LUTE,LONC MALA,Locur,Luarb,Lumeg,Mecal,MERO APIA,Mical,MILV MIGR,MILV MILV,MONT NIVA,MONT SAXA,MONT SOLI,MOTA ALBA,MOTA FLAV,MUSC STRI,MYIO MONA,NEOP PERC,Oehis,OENA LEUC,Oeoen,ORIO ORIO,OTUS SCOP,PANU BIHA,Paate,Pacae,Pacri,Pamaj,PARU PALU,Padom,PASS HISP,Pamon,PERD PERD,PERN APIV,PETR PETR,PHAS COLC,Phoch,PHOE PHOE,Phbon,Phita,Pipic,Pivir,POIC SENE,PRUN COLL,Prmod,PSIT KRAM,PTER ALCH,PTER ORIE,PTYO RUPE,PYRR GRAC,PYRR PYRO,Pyula,QUEL QUEL,Reign,Rereg,REMI PEND,RIPA RIPA,SAXI RUBE,SCOL RUST,Secit,Seser,Sieur,Stdec,STRE ROSE,STRE TURT,STRI ALUC,STUR SP,STUR UNIC,Stvul,Syatr,SYLV BORI,Sycan,SYLV COMM,SYLV CONS,Syhor,Symel,Syund,TETR TETA,TETR UROG,THRE AETH,TICH MURA,Trtro,Tumer,TURD PHIL,Tutor,Tuvis,TYTO ALBA,Upepo
CF89,4.705080365,20,2380.23,0,0,0,74.45,166.64,0,6.98,0,0.00,20,0,0,0,0,0,0,20,3.180086824,0,0,2,0,0,20,20,535.87,3906.70,1332.60,0,0,1307.24,0,20,0,0,0,0,2.83541522,0,138.09,0,0,316.0696126,26.69030188,1310.20,0,3,20,20,4.64,0,103.64,0,0.00,0,0,0,0,633.55,1603.57,0.00,32.85,4047.07,0,0,0,0,0,0,3,0,548.80,339.06,0.00,851.93,0,0,0,0,1419.43,0,316.0696126,20,0.00,1.36,0,79.31,0,0,3.18,318.14,3939.51,0.00,20,629.20,0,0,0,0,3,20,0,20,0,0,3.91,0,0.00,59.38087577,3,0,2198.13,2945.67,1330.78,4006.71,0,20771.03,0,211.61,0,0,20,0,0.00,0,1782.59,0.00,654.65,270.98,0,0,0.00,0,0,0,65.4927168,0,0,0.00,0,2552.51,0.00,0,0,0,0,0.00,5450.28,0.00,35.24,0,20,3,0,0,3896.52,2643.96,56.73598759,1587.04,0,0,13.66,5263.90,14.78,0,0,0,0,1919.18,4086.01,20,0.00,349.89,3,60.40
CF96,0,0,539.61,0,0,0,0.00,16.49,0,1.79,0,0.00,372,1,0,0,0,0,0,20,0,0,0,1,0,0,3,22,168.07,3701.19,1413.42,0,0,130.94,0,4,0,0,0,0,2.83541522,0,70.14,1,0,12,26.69030188,766.37,0,0,0,0,0.00,0,8.43,0,0.00,0,0,0,0,15.40,386.84,0.00,0.00,283.32,0,0,0,0,0,0,2,0,0.00,265.49,0.00,129.27,0,0,0,0,202.83,1,140,1,0.00,0.69,0,70.47,0,0,0.00,29.82,2369.59,0.00,40,99.92,0,0,0,0,6,25,0,15,11,0,0.99,0,0.00,12,1,0,112.60,24.16,457.45,1613.44,0,19785.40,0,1063.81,0,0,0,0,0.00,0,146.83,0.00,1324.04,0.00,0,0,0.00,6.011892975,0,0,0,0,0,0.00,0,275.35,0.00,0,0,0,0,0.00,3509.58,0.00,1826.38,0,110,0,0,237,2165.06,56.85,0,67.42,0,0,6.37,3347.90,52.08,0,0,0,0,400.17,2225.31,0,0.00,30.52,1,318.82
CF97,1.414213562,2.828427125,2031.62,0,0,0,1.72,306.59,0,45.32,0,0.00,2,0,0,0,0,0,0,8.660254038,1.414213562,0,0,1.414213562,0,0,20,2.828427125,830.52,5956.32,1881.53,0,0,947.85,0,20,0,0,0,0,1,0,44.19,0,0,20,7.071067812,1237.07,4.384130876,6.184859059,0,0,0.00,0,65.49,0,0.00,0,0,0,0,118.27,1075.05,0.00,9.72,1571.60,0,0,0,0,2.635025498,1.732050808,2.449489743,0,2.39,523.30,0.00,764.70,0,0,0,0,1068.95,3.066526022,8,20,0.00,30.57,0,180.37,0,0,0.00,213.91,4497.83,0.00,20,237.12,0,0,0,7.108617267,10.24695077,20,0,1,2.236067977,0,80.92,0,0.00,2,20,0,400.49,915.22,1979.84,3155.29,0,26296.80,0,1844.36,0,0,20,0,4.45,0,501.87,0.00,1265.60,229.38,0,0,0.00,0,0,0,2.828427125,0,0,0.00,0,855.11,0.00,0,0,0,0,0.00,5753.88,0.00,92.59,0,5,2.828427125,0,27,4231.74,1074.45,0,330.28,0,0,20.09,5561.96,543.83,0,0,0,0,1730.73,3773.69,163.8555342,0.00,296.26,0,370.93
CF98,0,0,253.48,0,0,0,0.00,562.38,0,0.00,0,0.00,590.7866144,0,0,0,0,0,0,99.94998749,0,0,0,3,0,0,316.0696126,48.28047247,580.19,6343.98,2164.58,0,0,200.22,0,316.0696126,0,0,0,0,2.83541522,0,116.23,0,0,3162.119542,0,1329.25,0,0,0,0,0.75,0,55.45,0,0.00,0,0,0,0,3.77,739.76,0.00,0.40,3458.57,0,0,0,0,0,0,20,0,0.00,1366.83,0.00,541.85,0,0,0,0,1532.12,0,7,16.38452182,0.00,5.53,0,53.58,0,0,0.00,96.97,5078.21,0.00,316.0696126,338.64,0,0,0,0,0,316.0696126,0,20,22.35446761,0,0.26,0,0.00,316.0696126,20,0,0.00,1088.13,0.00,2623.30,0,32071.58,0,5978.41,0,0,58.44102453,0,0.00,0,176.98,98.86,2142.86,345.71,0,0,0.00,0,0,0,0,0,0,0.00,0,483.02,0.00,0,0,0,0,0.00,5815.27,0.00,64.37,0,3162.119542,20,0,34,3547.74,3306.28,0,83.48,0,0,1.16,5499.71,0.00,0,0,0,0,1187.25,3781.36,163.8555342,0.00,272.55,8.144301976,332.75
CF99,4.705080365,5.840580155,1462.45,0,0,0,1.17,86.85,0,0.66,0,0.00,590.7866144,0,0,0,0,0,5.449031295,32.35282205,3.180086824,0,0,4.981287692,0,0,73.39730808,48.28047247,610.76,5688.61,2324.97,0,0,1060.54,0,69.67297166,0,0,0,0,2.83541522,0,333.76,0,0,278.4895475,26.69030188,1428.36,0,6.184859059,0,0,0.00,0,103.14,0,0.00,0,0,0,0,42.28,1603.40,0.00,0.42,3265.04,0,0,0,0,2.635025498,2.878732364,10.12173988,0,33.68,857.95,0.00,981.05,0,0,1.913932948,0,1138.30,0,531.2865308,16.38452182,0.00,0.19,0,95.49,0,0,0.00,223.96,5054.49,0.00,72.18692395,225.93,0,0,0,0,18.42932446,118.7456423,0,32.12401964,0,0,0.27,0,0.00,59.38087577,20.09302478,0,364.33,1710.79,726.46,3963.63,0,29003.86,0,1138.80,0,0,58.44102453,12.281368,2.94,0,705.54,5.30,1691.88,211.55,0,0,0.00,0,0,0,65.4927168,0,0,0.69,0,1437.80,0.00,30.85755111,0,0,0,0.00,5733.24,0.00,302.06,0,154.4664933,37.83230363,0,279.4275177,6532.84,3093.57,56.73598759,763.53,0,0,6.33,5592.73,0.00,0,0,0,0,1672.82,4032.15,163.8555342,0.00,362.15,8.144301976,372.42
CG00,0,0,0.00,0,0,0,2.28,321.58,1,10.35,0,0.00,590.7866144,0,0,0,0,0,5.449031295,20,0,0,6.32455532,3,20,32.43500556,73.39730808,6.32455532,271.61,3844.66,1850.72,0,0,0.00,0,20,6.32455532,4.690669262,0,0,2.83541522,3.140721956,216.73,6.32455532,0,278.4895475,26.69030188,1101.42,4.384130876,6.184859059,0,20,51.64,0,26.73,0,0.00,0,0,0,0,0.00,50.90,0.00,0.00,0.00,0,0,0,2.828427125,2.635025498,3,3,0,0.00,1312.63,138.69,0.00,0,0,0,0,1028.54,0,531.2865308,16.38452182,0.00,101.36,14,20.88,0,0,0.00,13.38,3849.76,725.43,20,2235.26,3.718489007,0,0,0,0,118.7456423,0,32.12401964,0,0,7.98,0,0.00,20,20.09302478,0,0.00,21.61,0.00,26.65,0,29537.68,0,11104.93,0,0,58.44102453,0,0.00,0,0.00,0.00,2667.04,409.01,0,0,0.00,0,7.348469228,0,0,0,49.56767943,0.00,0,0.00,0.00,20,68.05562138,0,0,0.00,4099.09,0.00,545.24,0,154.4664933,0,0,279.4275177,6798.59,38.26,0,0.00,0,9.518589722,1.11,1647.60,0.00,3,0,0,0,27.86,277.28,0,0.00,868.36,8.144301976,430.16
CG01,0,5.840580155,39.95,0,0,0,7.98,160.87,0,6.98,0,0.00,590.7866144,0,0,0,0,0,0,20,0,0,20,3,0,0,73.39730808,48.28047247,227.91,4624.02,2385.04,0,0,30.98,0,20,0,8,0,0,0,0,162.75,5.028715727,0,278.4895475,0,1370.27,0,0,0,3,109.87,0,18.11,0,0.00,0,0,0,0,0.00,371.72,0.00,0.00,91.13,0,0,0,0,2.635025498,2.878732364,20,0,0.00,839.64,0.00,10.80,0,0,0,0,1276.69,0,3162.119542,20,0.00,1.88,0,9.49,0,0,0.00,2.45,5349.82,96.73,316.0696126,1961.32,3,0,0,0,0,118.7456423,0,0,22.35446761,0,0.09,0,0.00,20,20.09302478,0,0.00,680.99,0.00,426.13,0,33349.23,0,15822.29,0,0,0,0,0.00,0,2.95,0.00,2746.73,502.82,0,0,0.00,0,0,0,0,0,0,0.00,0,0.00,0.00,316.0696126,68.05562138,0,0,0.00,5512.99,0.00,2062.18,0,316.0696126,0,0,279.4275177,10021.89,445.30,0,0.00,0,0,0.00,980.43,0.00,0,0,0,0,130.14,2750.02,20,0.00,1267.68,8.144301976,509.26
CG02,0,0,20.72,0,0,0,11.62,481.71,0,8.47,0,0.00,99.94998749,0,0,0,0,0,0,6.32455532,0,0,6.32455532,6.32455532,20,0,0,20,206.85,2980.08,1178.31,0,0,0.00,0,316.0696126,0,3,3,0,0,1,113.77,0,0,316.0696126,3,1165.14,6.32455532,0,14.14468365,0,331.16,0,15.40,0,0.00,0,0,0,0,0.00,576.15,0.00,0.00,131.32,0,0,0,10.24695077,0,2.878732364,10,0,0.00,1311.89,8.90,0.00,0,0,0,0,888.17,0,99.99499987,3,0.00,252.17,0,33.34,0,0,0.00,12.56,3803.39,2787.04,31.60696126,2905.01,3.718489007,0,0,0,0,31.60696126,0,0,0,0,5.96,0,0.00,20,20.09302478,0,0.00,721.04,0.00,584.56,0,26720.37,0,8448.01,0,0,3,0,0.00,0,50.03,0.00,2615.89,402.50,0,0,0.00,0,0,0,0,0,0,0.00,0,0.00,0.00,20,0,0,0,0.00,3912.43,0.00,631.95,0,3,0,0,279.4275177,4460.44,391.92,0,159.10,0,0,5.26,546.57,0.00,3,0,0,0,251.23,1912.58,163.8555342,0.00,863.20,20,495.71
CG03,0,5.840580155,303.73,0,0,0,2.40,895.00,0,82.61,0,0.00,20,0,0,0,0,0,3,20,0,0,20,1,3,0,20,20,1205.20,3144.84,23.90,0,0,0.00,0,3,0,1,0,1,1.414213562,1.414213562,2.17,6.32455532,0,20,3,1311.04,7.071067812,3,20,20,213.13,0,43.40,0,2.92,0,0,0,0,171.87,1061.89,0.00,133.68,317.08,0,0,0,1.414213562,0,3,3.872983346,0,770.42,1347.33,410.63,58.01,0,0,0,0,415.11,0,20,3,0.00,350.72,0,403.54,0,0,0.00,744.49,2602.11,656.42,20,3065.80,3.718489007,1,0,0,3,3,0,0,0,0,302.01,5.991640267,0.00,6.32455532,6.32455532,0,0.00,526.16,0.00,2902.44,0,9694.72,0,389.72,0,0,20,0,0.00,0,739.48,0.00,1315.49,100.98,0,0,0.00,0,0,0,20,0,49.56767943,0.00,0,23.51,0.00,20,0,0,0,0.00,2641.75,0.00,6.80,0,20,0,0,316.0696126,517.31,0.00,0,3476.50,0,0,294.08,1523.59,1357.96,20,0,0,0,207.04,2027.13,163.8555342,0.00,239.38,3,407.85
CG04,0,5.840580155,792.72,0,0,0,32.10,293.89,0,44.40,0,0.00,20,0,2.247226522,0,0,0,0,0,0,0,0,3,0,0,316.0696126,0,2050.19,3403.64,11.55,0,0,0.00,0,69.67297166,0,0,0,0,3,0,0.00,0,0,0,0,1347.86,0,3,3,20,26.57,0,104.42,0,69.83,0,0,0,0,526.72,1545.58,0.00,56.04,1647.66,0,0,0,0,2.635025498,0,3,0,1628.37,119.70,39.73,270.52,2.093504511,2.449489743,1,0,405.01,0,20,0,0.00,30.47,0,223.57,0,0,0.00,445.64,4675.99,0.00,20,1362.31,0,0,0,0,20,3,0,3,0,1.414213562,111.12,0,0.00,20,0,0,0.00,3108.21,0.00,4015.89,0,2594.82,0,6.97,0,0,20,0,28.94,0,1557.74,0.00,31.28,0.00,0,0,0.00,0,0,0,3,0,3,0.00,0,461.39,0.00,0,0,0,0,0.00,3462.91,0.00,0.00,0,20,20,0,316.0696126,0.00,298.83,0,5386.65,0,0,923.68,3435.20,2768.61,0,0,0,0,575.56,3674.16,163.8555342,0.00,233.36,0,17.85
CG05,0,0,167.33,0,0,0,20.08,94.27,0,28.38,0,0.00,316.2119542,0,0,0,0,0,0,3,0,0,0,0,0,0,20,0,1180.39,746.85,0.00,0,0,0.00,0,69.67297166,0,0,0,0,2.83541522,0,0.00,0,0,20,0,582.29,0,6.184859059,6.32455532,0,6.85,0,35.99,0,5.74,0,0,0,0,448.59,541.37,0.00,46.91,838.94,0,0,0,0,2.635025498,0,6.32455532,0,746.42,39.75,0.00,29.30,2.093504511,6.32455532,3,0,94.20,0,316.2119542,0,3.16,16.16,0,56.76,0,0,0.00,177.56,1979.49,0.00,3,358.04,0,0,0,0,3,3,0,0,0,2,14.59,0,0.64,20,0,0,0.00,1595.35,0.00,1797.96,0,1001.03,0,2.82,0,0,0,0,131.71,0,758.53,0.00,3.37,0.00,0,0,0.00,0,0,0,20,16.45605217,6.32455532,0.00,0,302.31,0.00,0,0,0,0,0.00,1350.75,0.00,0.00,0,20,0,0,20,0.00,580.53,0,2118.89,0,0,319.25,745.58,1429.11,0,0,0,0,273.76,1569.56,0,0.00,78.11,0,10.23
CG06,4.705080365,5.840580155,0.00,0,0,0,0.00,2.72,0,0.36,0,0.00,20,0,3,0,0,0,0,32.35282205,2,0,0,3,0,0,73.39730808,0,44.99,28.56,0.00,0,0,0.00,0,20,0,0,0,0,3,0,0.00,0,0,278.4895475,26.69030188,74.51,0,6.184859059,20,20,0.00,0,4.61,0,0.00,0,0,0,0,29.46,9.66,0.00,0.00,195.37,0,0,0,0,3,2.878732364,20,0,98.18,0.00,0.00,12.09,3,20,0,2.257319217,3.59,0,3162.119542,16.38452182,0.00,0.00,0,1.38,0,0,0.00,5.90,224.61,0.00,20,31.95,3,3,0,0,18.42932446,316.0696126,0,20,0,3,0.00,5.991640267,0.00,20,20.09302478,0,0.00,211.31,0.00,222.80,0,0.00,0,0.89,0,0,3,0,21.75,0,93.25,0.00,0.00,0.00,0,0,0.00,0,0,0,316.0696126,16.45605217,20,0.00,0,21.55,0.00,0,68.05562138,0,0,0.00,49.58,0.00,0.00,0,154.4664933,20,0,316.0696126,0.00,95.18,56.73598759,116.44,0,9.518589722,2.31,18.89,22.37,0,0,0,0,44.08,186.77,163.8555342,0.00,4.37,8.144301976,1.97
CG10,0,0,0.00,0,0,0,40.53,348.21,0,5.50,0,0.00,316.0696126,0,0,0,0,0,3,99.94998749,0,0,20,1,0,0,0,3,205.52,4944.65,2204.28,0,0,0.00,0,99.94998749,0,4.242640687,0,0,0,0,1112.19,0,0,316.0696126,6.32455532,1390.18,0,0,3,6.32455532,105.37,0,29.76,0,0.00,0,0,0,0,0.00,100.72,0.00,0.00,0.00,0,0,0,0,0,1.116257921,24.49489743,0,0.00,1639.31,0.00,0.00,0,0,0,0,1905.73,0,316.0696126,0,0.00,0.58,0,0.81,0,0,0.00,0.00,4988.50,38.09,99.94998749,2401.99,0,0,0,0,0,2.449489743,0,0,0,0,0.00,0,0.00,20,20,0,0.00,0.00,0.00,0.00,0,34000.84,0,14882.89,0,0,0,0,0.00,0,0.00,0.00,2732.68,628.09,0,0,0.00,0,0,0,0,0,0,0.00,0,0.00,0.00,316.0696126,0,0,0,0.00,4700.54,0.00,1149.10,0,20,0,0,20,11281.27,0.00,0,0.00,0,0,0.00,2231.27,0.00,0,0,0,0,24.98,2408.53,0,0.00,1510.38,3,350.02
CG11,0,0,0.00,0,0,0,151.09,70.15,0,3.57,0,0.00,316.0696126,0,0,0,0,0,0,20,0,0,3,2.449489743,3,0,0,0,161.28,4295.91,1995.12,0,0,0.00,0,316.0696126,0,4.242640687,2.852793324,0,2.83541522,3.140721956,828.16,3,0,316.0696126,3,1373.01,1.732050808,0,3,3,195.62,0,54.65,0,0.00,0,0,0,0,0.00,90.63,0.00,0.00,12.57,0,0,0,0,0,1,20,0,0.00,1568.68,0.00,0.00,0,0,0,0,1528.49,0,316.0696126,16.38452182,0.00,4.50,0,1.80,0,0,0.00,0.00,4980.86,155.37,20,2736.19,1.414213562,0,0,0,0,3,0,3,4,0,0.00,0,0.00,20,20,0,0.00,99.15,0.00,54.73,0,34311.40,0,15393.50,0,0,0,12.281368,0.00,0,6.08,0.00,2747.19,603.95,0,0,0.00,0,0,0,0,0,0,0.00,0,0.00,0.00,20,0,0,0,0.00,4044.75,0.00,987.63,0,20,0,0,20,11329.00,89.58,0,0.00,0,0,0.00,580.28,0.00,0,0,0,0,88.92,2369.91,3,0.00,1327.78,3,482.66
CG12,0,5.840580155,23.34,0,0,0,57.74,362.13,0,8.17,0,0.00,590.7866144,0,0,0,0,0,3,20,0,0,20,3,3,0,73.39730808,20,203.56,2256.17,1081.57,0,0,0.00,0,69.67297166,0,6.244997998,2.852793324,0,3,2,424.93,3,0,278.4895475,26.69030188,1295.65,6.32455532,0,3,20,327.29,0,31.11,0,0.00,0,0,0,0,0.00,350.25,0.00,0.00,92.43,0,0,0,18.16590212,0,3,6.32455532,0,0.00,1616.52,43.25,0.00,0,0,0,0,1044.69,0,531.2865308,16.38452182,0.00,333.33,0,52.73,0,0,0.00,51.66,3518.85,1646.32,20,2744.23,3.718489007,0,0,0,0,20,0,3,0,0,23.10,0,0.00,3,20,0,0.00,326.76,0.00,278.16,0,27953.76,0,8286.97,0,0,6.32455532,12.281368,0.00,0,278.31,0.00,2593.56,299.20,0,0,0.00,0,0,7.348469228,0,0,0,0.00,0,0.00,0.00,30.85755111,173.2050808,0,0,0.00,3183.33,0.00,547.82,0,154.4664933,0,0,3,7609.28,167.27,0,822.16,0,0,7.60,507.53,0.00,20,0,0,0,166.17,882.92,3,0.00,656.54,20,408.86
CG13,3,5.840580155,213.48,0,0,0,1.28,642.74,0,76.09,0,0.00,316.0696126,0,0,0,0,0,5.449031295,20,4,0,20,3.464101615,0,0,20,20,1818.01,3629.59,594.41,0,0,10.31,0,316.0696126,0,4.690669262,2.852793324,0,2,3.140721956,33.37,6.32455532,0,20,20,1441.56,3,3,20,20,92.67,0,67.16,0,0.00,0,0,0,0,92.36,1662.94,0.00,254.90,343.68,0,0,0,0,1,3,20,0,1016.36,1201.67,483.61,63.06,0,0,0,2.257319217,713.65,0,316.2119542,20,0.00,281.99,0,481.73,0,0,0.00,813.16,4177.99,37.01,316.0696126,2754.50,3.718489007,0,0,3,20,316.0696126,0,20,0,0,584.06,5.991640267,0.00,20,20.09302478,0,0.00,901.16,0.00,3045.39,0,16024.03,0,815.76,0,0,316.0696126,0,1.83,0,953.38,0.00,1560.82,49.99,0,0,0.00,0,0,0,316.0696126,0,0,0.00,0,10.59,0.00,20,316.0696126,0,0,0.00,4054.56,0.00,290.02,0,316.0696126,3,0,316.2119542,2962.88,208.24,0,3580.95,0,9.518589722,308.23,1213.76,949.61,20,0,0,0,249.81,2972.82,20,0.00,314.03,8.144301976,554.30
CG14,0,0,1043.30,0,0,0,99.08,437.94,0,65.89,0,0.00,316.0696126,0,0,0,0,0,0,20,0,0,0,3,0,0,20,0,2547.68,2703.09,71.49,0,0,8.07,0,0,0,0,0,0,3,0,0.36,0,0,0,0,1466.08,0,6.184859059,20,0,64.36,0,107.01,0,96.53,0,0,0,0,476.67,1964.74,0.00,188.33,1672.47,0,0,0,0,0,2.878732364,20,0,1971.77,327.17,0.00,529.68,0,3,0,0,675.07,0,316.0696126,0,0.00,8.14,0,394.03,0,0,0.00,1038.99,5096.96,0.00,316.0696126,2180.16,0,0,0,7.108617267,18.42932446,118.7456423,0,20,0,2.198329607,52.86,0,0.00,20,20,0,0.00,3548.99,0.00,4232.40,0,6626.03,0,19.87,0,0,20,0,39.31,0,2053.20,0.00,214.13,0.00,0,0,0.00,0,0,0,3,0,20,0.00,0,321.23,0.00,0,0,0,0,0.00,2461.39,0.00,3.46,0,316.0696126,37.83230363,0,316.0696126,136.79,1441.49,0,5758.04,0,0,1157.92,1226.15,1955.51,0,0,0,0,466.84,3911.89,0,0.00,417.28,0,51.78
CG15,0,0,879.49,0,0,0,173.62,225.23,0,61.11,0,1.28,316.0696126,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,2462.71,2175.16,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0,278.4895475,0,1368.72,0,3,14.14468365,0,83.99,0,95.20,0,69.52,0,0,0,0,1122.15,1377.40,0.00,170.75,2561.68,0,0,0,0,2.635025498,0,3,0,1953.88,205.11,0.00,556.31,1,3,0,0,254.50,0,316.0696126,0,47.83,2.17,0,123.88,0,0,0.00,723.23,3544.57,0.00,20,1265.96,0,0,0,20,18.42932446,3,0,0,0,0,1.44,0,46.23,20,20,0,86.73,3560.83,0.00,4313.71,0,7266.95,0,20.99,0,0,58.44102453,0,340.11,0,2035.07,21.30,124.82,0.00,0,0,11.80,0,0,0,20,16.45605217,20,0.00,0,1295.22,0.00,0,0,0,0,0.00,2020.71,0.00,0.00,0,20,20,0,20,158.23,2022.30,0,4976.73,0,0,1201.48,462.47,2429.96,0,0,0,0,486.82,3850.65,0,3.79,401.96,0,103.42
CG16,3,3,230.69,0,0,0,74.59,440.49,0,65.32,0,0.00,590.7866144,0,3,0,0,0,0,3,0,0,0,3,0,0,20,20,1861.85,2723.97,0.00,0,0,0.00,0,69.67297166,0,0,0,0,3,0,0.00,0,0,278.4895475,3,1246.95,0,3,20,3,21.51,0,134.60,0,175.81,0,0,0,0,1054.24,1132.59,0.00,176.70,2060.67,0,0,0,0,2.635025498,2.878732364,20,0,1543.46,47.68,0.00,444.65,0,3.464101615,0,3,184.64,0,20,6.32455532,23.28,25.92,0,127.05,0,0,0.00,606.78,4155.60,0.00,20,1753.60,3.718489007,3,0,6.32455532,18.42932446,20,0,0,0,3,4.13,5.991640267,0.00,6.32455532,3,0,14.62,2825.65,0.00,4263.04,0,5270.87,0,11.71,0,0,20,0,242.81,0,1214.83,5.47,21.55,0.00,0,0,0.00,0,0,0,20,0,3,0.00,0,465.15,0.78,0,0,0,0,0.00,2200.43,0.00,0.00,0,3,20,0,20,9.52,1073.76,0,3592.54,0,0,482.81,428.37,2010.98,0,0,0,0,411.77,3480.89,3,0.00,145.94,0,181.00
CG17,3,3,502.41,0,0,0,13.52,387.12,0,47.11,0,0.00,590.7866144,0,3,0,0,0,0,32.35282205,3,0,0,6.32455532,0,0,20,0,798.86,1069.82,0.00,0,0,0.00,0,6.32455532,0,0,0,0,20,0,0.00,0,0,20,99.94998749,1027.34,0,6.32455532,6.32455532,20,6.19,0,112.20,0,55.56,0,0,0,0,1855.49,586.75,0.00,178.42,957.16,0,0,0,0,3,2.878732364,6.32455532,0,999.34,34.59,0.00,253.59,0,3,0,0,77.32,0,999.9499987,16.38452182,12.34,7.36,0,80.16,0,0,0.00,261.40,2675.29,79.68,99.94998749,869.45,3,3,0,0,3,316.0696126,0,316.0696126,0,3,1.66,0,6.39,20,20,0,15.20,1906.36,0.00,3549.86,0,2777.69,0,11.34,0,0,0,0,161.15,0,482.72,0.00,78.66,25.13,0,0,0.00,0,0,0,99.94998749,0,20,0.75,0,144.60,0.00,0,0,0,0,0.00,1480.11,0.00,0.00,0,154.4664933,3,0,20,30.57,177.75,0,2495.45,0,0,155.62,167.63,513.82,0,0,0,0,327.02,2460.80,99.94998749,0.00,78.58,8.144301976,21.50
CG18,4.705080365,5.840580155,330.11,0,0,0,56.94,267.34,0,38.75,0,4.39,20,0,3,0,0,0,3,32.35282205,3,0,0,6.32455532,0,0,3,0,804.30,1311.24,0.00,0,0,33.83,0,20,0,0,0,0,3,0,0.00,0,0,6.32455532,26.69030188,668.84,0,6.32455532,6.32455532,0,35.28,0,70.80,0,15.54,0,0,0,0,694.07,650.98,11.85,150.70,796.42,0,0,0,0,3,6.32455532,6.32455532,0,710.78,24.60,0.00,182.28,3,20,0,2.257319217,49.27,0,31.60696126,20,125.03,0.25,0,45.98,0,0,0.00,282.93,2047.83,0.00,20,1175.61,3,3,0,7.108617267,6.32455532,20,0,32.12401964,0,3,0.19,5.991640267,9.88,6.32455532,6.32455532,0,53.85,1095.63,0.00,2243.96,0,5162.85,0,10.17,0,0,20,0,169.75,0,520.19,42.01,239.30,197.90,0,0,51.36,0,0,0,20,20,99.94998749,9.11,0,145.94,0.91,0,0,0,0,0.00,970.41,0.00,0.00,0,154.4664933,20,0,20,10.15,675.41,20,1183.76,25.87805688,0,102.44,65.46,148.11,0,0,0,0,318.83,1991.91,99.94998749,4.71,106.18,8.144301976,42.27
CG19,3,3,2030.95,0,0,0,47.30,19.64,0,1.79,48.95519325,5.65,20,0,3,0,0,0,6.32455532,0,3,0,0,3,0,0,3,0,902.55,1990.12,10.84,0,0,658.54,0,20,0,0,0,0,3,0,0.00,0,0,0,0,827.91,0,6.32455532,20,20,38.06,0,83.43,0,140.99,0,0,3,0,1545.89,593.39,151.51,4.89,3225.59,0,0,0,0,3,3,6.32455532,0,1157.40,0.00,0.00,685.89,3,20,0,3,0.00,0,99.94998749,20,277.61,0.00,0,0.57,0,0,0.00,139.51,1881.10,0.00,3,345.95,3,3,0,20,20,20,0,6.32455532,0,3,0.00,0,4.72,6.32455532,6.32455532,0,328.55,2795.99,137.38,2611.51,0,8089.55,0,99.56,11.57271299,0,20,0,656.04,0,878.88,543.18,352.03,299.58,0,0,292.60,0,0,0,99.94998749,0,99.94998749,106.58,0,1729.93,29.33,0,0,0,6.32455532,0.00,1639.18,234.55,3.68,0,0,20,0,20,159.17,2075.59,20,296.42,0,0,29.88,2.40,31.76,0,0,0,0,1317.61,2384.93,99.94998749,28.38,259.59,3,46.32
