x, y
0.0004878048780487805, 60.791075050709935
0.0009146341463414634, 60.36511156186612
0.0014634146341463415, 60
0.001951219512195122, 59.5131845841785
0.0025, 59.026369168357
0.0031097560975609758, 58.5395537525355
0.0037804878048780487, 58.113590263691684
0.004329268292682927, 57.5659229208925
0.0049390243902439025, 57.139959432048684
0.005365853658536585, 56.713995943204864
0.006036585365853659, 56.22718052738337
0.006768292682926829, 55.740365111561864
0.007317073170731707, 55.31440162271805
0.00798780487804878, 55.01014198782961
0.008414634146341464, 54.64503042596349
0.008902439024390243, 54.21906693711968
0.009390243902439024, 54.097363083164296
0.009939024390243903, 53.732251521298174
0.010548780487804879, 53.367139959432045
0.011158536585365853, 53.00202839756592
0.01176829268292683, 52.63691683569979
0.012439024390243903, 52.33265720081136
0.013109756097560975, 51.84584178498986
0.013902439024390244, 51.60243407707911
0.014695121951219511, 51.17647058823529
0.015182926829268292, 50.56795131845842
0.015914634146341464, 50.081135902636916
0.016585365853658537, 49.53346855983773
0.017134146341463416, 49.107505070993916
0.0175, 48.55983772819472
0.017804878048780486, 47.82961460446247
0.017865853658536584, 47.16024340770791
0.017621951219512193, 46.43002028397566
0.017378048780487806, 45.57809330628803
0.01701219512195122, 44.969574036511155
0.016707317073170733, 44.2393509127789
0.016402439024390245, 43.56997971602434
0.016097560975609757, 42.900608519269774
0.01579268292682927, 42.23123732251521
0.015426829268292683, 41.44016227180527
0.014939024390243902, 40.649087221095336
0.014756097560975609, 39.85801217038539
0.014329268292682927, 39.18864097363083
0.013963414634146342, 38.580121703853955
0.013658536585365854, 37.910750507099394
0.013353658536585366, 37.18052738336714
0.01298780487804878, 36.45030425963489
0.01274390243902439, 35.59837728194726
0.012378048780487805, 34.86815415821501
0.011951219512195122, 34.07707910750507
0.011646341463414634, 33.28600405679513
0.011280487804878048, 32.494929006085194
0.010914634146341463, 31.82555780933063
0.010670731707317074, 30.912778904665313
0.010304878048780488, 30.121703853955374
0.009939024390243903, 29.330628803245435
0.009634146341463415, 28.539553752535497
0.009329268292682926, 27.748478701825558
0.00896341463414634, 26.835699797160242
0.008658536585365854, 26.10547667342799
0.008292682926829269, 25.070993914807303
0.007926829268292683, 24.0973630831643
0.007621951219512195, 23.30628803245436
0.0073780487804878045, 22.454361054766736
0.006951219512195122, 21.54158215010142
0.006768292682926829, 20.872210953346855
0.006463414634146341, 19.898580121703855
0.006158536585365854, 19.046653144016226
0.0059146341463414635, 18.316430020283974
0.005609756097560975, 17.40365111561866
0.005304878048780488, 16.490872210953345
0.005121951219512195, 15.699797160243408
0.0049390243902439025, 14.787018255578094
0.00475609756097561, 13.935091277890466
0.004634146341463414, 13.204868154158214
0.004390243902439025, 12.413793103448276
0.00426829268292683, 11.501014198782961
0.004329268292682927, 10.649087221095334
0.004207317073170732, 9.918864097363082
0.004146341463414634, 9.24949290060852
0.004146341463414634, 8.519269776876268
0.00426829268292683, 7.789046653144016
0.004207317073170732, 7.119675456389452
0.00426829268292683, 6.389452332657201
0.00426829268292683, 5.659229208924949
0.004390243902439025, 5.0507099391480725
0.004573170731707317, 4.381338742393509
0.004878048780487805, 3.6511156186612577
0.0052439024390243906, 2.8600405679513186
0.005670731707317073, 2.2515212981744424
0.0062195121951219515, 1.8864097363083163
0.006768292682926829, 1.5821501014198782
0.007439024390243902, 1.460446247464503
0.008109756097560976, 1.3995943204868153
0.008719512195121952, 1.3995943204868153
0.009390243902439024, 1.3995943204868153
0.010060975609756098, 1.3995943204868153
0.010670731707317074, 1.3995943204868153
0.01121951219512195, 1.3387423935091278
0.011951219512195122, 1.3387423935091278
0.012621951219512196, 1.3387423935091278
0.01323170731707317, 1.2778904665314401
0.01426829268292683, 1.2778904665314401
0.015304878048780488, 1.156186612576065
0.016158536585365854, 1.156186612576065
0.016829268292682928, 1.3387423935091278
0.017865853658536584, 1.2778904665314401
0.018841463414634146, 1.2170385395537524
0.019878048780487805, 1.2170385395537524
0.020914634146341465, 1.156186612576065
0.022134146341463413, 1.156186612576065
0.023353658536585366, 1.156186612576065
0.02451219512195122, 1.0953346855983772
0.025548780487804876, 1.0953346855983772
0.02676829268292683, 0.973630831643002
0.027560975609756098, 1.0953346855983772
0.028719512195121952, 1.0953346855983772
0.029390243902439023, 0.9127789046653144
0.030121951219512194, 0.6693711967545639
0.030609756097560975, 0.3042596348884381
0.03097560975609756, 0
