mean,var,sd,cv,delta
0.165,3.1306015037594004,1.769350588142271,10.723336897831945,0.19004700202360567
0.1225,2.157888471177948,1.4689753133316938,11.991635210870971,0.17637021442515638
0.635,47.841378446115215,6.916746232594861,10.892513752117893,0.7582222458456112
0.656641604010025,6.964723366204452,2.639076233496193,4.0190512105533625,0.10676690120236182
1.23,24.6086215538847,4.960707767434472,4.033095745881685,0.20256160163412165
0.0675,0.6044548872180447,0.7774669685703983,11.5180291640059,0.08960935849743684
0.015,0.09000000000000004,0.30000000000000004,20.000000000000004,0.06000900135020256
0.0725,1.0298182957393487,1.0147996332968143,13.997236321335372,0.1421469594061693
1.195,17.62102756892231,4.197740769619095,3.512753782108029,0.14923971220878038
0.115,2.638370927318297,1.6243062911034658,14.124402531334484,0.22968769975195794
0.0625,0.43969298245614036,0.6630934945059711,10.609495912095538,0.07039487398922573
1.4675,20.49518170426066,4.527160446047904,3.0849474930479754,0.14174056548510836
0.2425,2.690419799498749,1.6402499198289109,6.763917195170767,0.1112148423638147
1.4475,58.9145300751879,7.675580113267524,5.302646019528514,0.41298682768260836
0.26,4.378345864661656,2.0924497281085768,8.047883569648372,0.16883689379547037
0.3125,4.927161654135339,2.219721075751487,7.103107442404759,0.15816343366252622
0.5275,9.056885964912285,3.0094660597707836,5.7051489284754195,0.17260501210067533
1.9225,46.34234962406017,6.807521547821951,3.540973496916489,0.24577760832530848
0.71,11.975839598997496,3.460612604582821,4.874102259975804,0.16987994477689475
0.5175,5.3931766917293205,2.3223214014708042,4.487577587383197,0.10475809787591502
0.3325,7.70620927318296,2.776005993001989,8.34889020451726,0.23253888421657526
1.4175,25.837788220551385,5.083088452953715,3.5859530532301336,0.18489809608914573
0.125,1.5783208020050126,1.2563123823337143,10.050499058669715,0.12642369377762303
1.1,22.150375939849596,4.706418589527455,4.278562354115867,0.20360672800670643
1.1175,17.38716165413533,4.169791560034546,3.7313571007020547,0.15734817936421916
1.9675,37.545307017543855,6.127422542761667,3.1143189543896654,0.1946573653275922
0.06,0.7181954887218048,0.8474641518800691,14.124402531334486,0.11977111078677288
0.315,11.674962406015036,3.4168644114180236,10.847188607676266,0.37180491264992777
0.6325,7.320745614035089,2.7056876416236757,4.277767022329923,0.11647974806715859
0.01,0.03999999999999998,0.19999999999999996,19.999999999999996,0.040004000400039985
1.395,30.80097744360898,5.549862831062492,3.978396294668453,0.22391921021263816
0.49,7.904661654135339,2.811523013267958,5.737802067893792,0.16211398411677092
0.3925,3.9433020050125287,1.9857749129779358,5.059299141345059,0.10086217716671766
1.1030927835051547,29.674098937105416,5.44739377474269,4.938291552804121,0.2720086949101563
0.96,29.11117794486215,5.395477545580386,5.620289109979569,0.3061807723401125
0.3225,1.8180388471177937,1.3483467087948091,4.180920027270726,0.05655568968427967
0.895,4.901228070175439,2.2138717375167514,2.473599706722627,0.05525687382718277
0.14,0.7322305764411036,0.8557047250314231,6.112176607367307,0.0523755097451506
0.055,0.9242857142857134,0.9613977919080704,17.479959852874007,0.16814442748706576
1.09,28.332731829573916,5.322849972484094,4.88334859860926,0.2627978157288195
0.06,0.8435087719298251,0.9184273362274368,15.30712227045728,0.14066919683974138
0.985,20.125087719298257,4.486099388031684,4.554415622367192,0.2063481405478302
0.055,0.6034837092731825,0.7768421392233962,14.124402531334477,0.10978469235773904
0.02,0.15999999999999995,0.3999999999999999,19.999999999999996,0.0800160032006401
0.13,2.2487218045112773,1.4995738743093912,11.535183648533778,0.17320376524183573
0.23,3.896842105263158,1.974042072819918,8.582791620956165,0.16981850017052955
0.0625,0.2592418546365915,0.509157985930292,8.146527774884673,0.041504637140067184
0.095,1.1739097744360911,1.0834711691762227,11.404959675539185,0.12368695254555945
0.725,30.3151629072682,5.505920713855967,7.594373398422023,0.4211938333228764
0.8475,15.818790726817053,3.9772843407049807,4.692960873988178,0.18824779804497455
1.09,12.498145363408538,3.5352716109810487,3.243368450441329,0.1159254717096029
0.0275,0.16214912280701746,0.40267744263494254,14.642816095816093,0.05897953675697816
0.8525,9.559642857142858,3.091867212081214,3.6268237091861746,0.11310075705823652
1.2925,21.85157268170425,4.674566576882209,3.6166859395607034,0.17127816237013693
0.5775,10.029066416040104,3.166870129329604,5.483757799704942,0.1746722197929424
0.035,0.19426065162907283,0.4407501011106779,12.592860031733654,0.055522476189258464
0.055,0.2225313283208018,0.4717322633876146,8.576950243411174,0.040482506891663474
0.4425,8.347562656641593,2.8892148858542166,6.5292991770716755,0.18948395024574913
1.735,26.876967418546364,5.184300089553687,2.988069215881087,0.15764562665735446
0.155,2.2365664160401018,1.495515434905338,9.648486676808632,0.1445186113340259
0.6775,10.048615288220558,3.1699550924611786,4.678900505477754,0.14933076074865603
0.0875,0.5161340852130323,0.718424724806317,8.210568283500766,0.05903841120558001
0.1,2.1804511278195484,1.4766350692772905,14.766350692772905,0.21826337615811292
0.46,1.888120300751879,1.3740888984166486,2.9871497791666273,0.04123577807374529
0.01,0.03999999999999999,0.19999999999999996,19.999999999999996,0.04000400040003999
0.1675,3.0270112781954883,1.7398308188428806,10.387049664733615,0.18102030023845092
1.4,22.431077694235572,4.7361458691889515,3.3829613351349654,0.16249694070005485
0.635,15.134611528822058,3.8903228052209315,6.126492606647136,0.23986347208430317
1.1025,18.60851503759397,4.31375880614505,3.912706400131565,0.17066631299504678
0.2875,4.661497493734334,2.1590501369200146,7.509739606678312,0.16260653705435593
0.0125,0.06249999999999999,0.24999999999999997,19.999999999999996,0.050006250781347655
0.0225,0.20250000000000007,0.45000000000000007,20.000000000000004,0.09002025455727541
1.9225,23.986459899749374,4.897597359905097,2.5475148816151347,0.12721268546320236
0.14,2.2209523809523803,1.490286006427082,10.644900045907727,0.15886186238965838
1.12,12.25624060150375,3.5008914009868617,3.1257958937382693,0.11067022618960708
1.8825,137.8483145363409,11.740882187312028,6.236856407602671,0.7463112727173551
1.8,33.558897243107765,5.793004163912517,3.218335646618065,0.18985572099517856
0.03,0.19959899749373436,0.44676503611376567,14.892167870458856,0.06655296505409435
0.2375,2.3720238095238093,1.5401375943479236,6.484789870938626,0.10011245379455405
1.655,25.825538847117798,5.081883395663246,3.0706244082557377,0.15867156636975047
0.0125,0.027412280701754367,0.16556654463313042,13.245323570650433,0.02193256613217001
0.5725,13.79924185463658,3.7147330798640943,6.488616733387064,0.24242266196044987
0.0075,0.022500000000000006,0.15000000000000002,20.000000000000004,0.030002250168762665
0.85,9.075187969924809,3.01250526471321,3.5441238408390707,0.10768221613034093
1.1525,15.026810776942353,3.8764430573584274,3.363508075799069,0.13190467668681866
0.1175,1.8783897243107774,1.3705435871619616,11.66420074180393,0.16005101520335566
1.9225,25.234580200501256,5.0234032488444775,2.61295357547177,0.13383211725527958
1.485,29.613809523809504,5.4418571759840875,3.664550286857971,0.2024256131075734
0.1075,1.404454887218045,1.1850969948565582,11.024158091688914,0.13078756288294055
1.555,13.846591478696737,3.721100842317598,2.392990895381092,0.09045213506486796
0.0975,1.0004949874686726,1.0002474631153395,10.258948339644508,0.10271501765181797
